TY,ID,CR,TR,RG,PM,ST,CT,DT,DR,NF,VL(KB),CO($)
SC,1,Job-1,Term_Simulator,None,SC_PERMISSION_PUBLIC (4001),SC_ST_DELETED (3902),287,10814,10527,95,49807360,25632.15

TY,ID,SC,SZ(KB),ON,ST,DST,PSZ(KB),CT,AT,DT,DR,CO($)
SFO,1,1,524288,Job-1,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,287,339,10814,10475,523.75
SFO,2,1,524288,Job-2,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,598,692,10814,10122,506.1
SFO,3,1,524288,Job-5,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,662,697,10814,10117,505.85
SFO,4,1,524288,Job-6,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,757,792,10814,10022,501.1
SFO,5,1,524288,Job-4,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,781,875,10814,9939,496.95
SFO,6,1,524288,Job-8,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,952,987,10814,9827,491.35
SFO,7,1,524288,Job-3,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,1021,1201,10814,9613,480.65
SFO,8,1,524288,Job-9,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,1133,1185,10814,9629,481.45
SFO,9,1,524288,Job-10,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,1215,1267,10814,9547,477.35
SFO,10,1,524288,Job-11,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,1362,1414,10814,9400,470.0
SFO,11,1,524288,Job-12,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,1444,1496,10814,9318,465.9
SFO,12,1,524288,Job-14,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,1549,1584,10814,9230,461.5
SFO,13,1,524288,Job-13,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,1591,1643,10814,9171,458.55
SFO,14,1,524288,Job-15,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,1672,1707,10814,9107,455.35
SFO,15,1,524288,Job-16,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,1795,1847,10814,8967,448.35
SFO,16,1,524288,Job-17,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2047,2141,10814,8673,433.65
SFO,17,1,524288,Job-18,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2143,2237,10814,8577,428.85
SFO,18,1,524288,Job-21,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2296,2348,10814,8466,423.3
SFO,19,1,524288,Job-19,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2518,2698,10814,8116,405.8
SFO,20,1,524288,Job-22,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2578,2672,10814,8142,407.1
SFO,21,1,524288,Job-20,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2628,2808,10814,8006,400.3
SFO,22,1,524288,Job-25,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2672,2707,10814,8107,405.35
SFO,23,1,524288,Job-26,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2757,2792,10814,8022,401.1
SFO,24,1,524288,Job-24,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2776,2870,10814,7944,397.2
SFO,25,1,524288,Job-27,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2819,2854,10814,7960,398.0
SFO,26,1,524288,Job-28,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,2966,3001,10814,7813,390.65
SFO,27,1,524288,Job-23,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,3019,3199,10814,7615,380.75
SFO,28,1,524288,Job-29,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,3118,3170,10814,7644,382.2
SFO,29,1,524288,Job-30,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,3209,3261,10814,7553,377.65
SFO,30,1,524288,Job-31,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,3347,3399,10814,7415,370.75
SFO,31,1,524288,Job-32,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,3438,3490,10814,7324,366.2
SFO,32,1,524288,Job-34,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,3572,3607,10814,7207,360.35
SFO,33,1,524288,Job-33,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,3576,3628,10814,7186,359.3
SFO,34,1,524288,Job-35,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,3670,3705,10814,7109,355.45
SFO,35,1,524288,Job-37,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4036,4130,10814,6684,334.2
SFO,36,1,524288,Job-38,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4133,4227,10814,6587,329.35
SFO,37,1,524288,Job-41,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4301,4353,10814,6461,323.05
SFO,38,1,524288,Job-39,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4532,4712,10814,6102,305.1
SFO,39,1,524288,Job-42,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4568,4662,10814,6152,307.6
SFO,40,1,524288,Job-40,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4612,4792,10814,6022,301.1
SFO,41,1,524288,Job-45,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4672,4707,10814,6107,305.35
SFO,42,1,524288,Job-46,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4752,4787,10814,6027,301.35
SFO,43,1,524288,Job-44,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4773,4867,10814,5947,297.35
SFO,44,1,524288,Job-47,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4819,4854,10814,5960,298.0
SFO,45,1,524288,Job-48,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,4966,5001,10814,5813,290.65
SFO,46,1,524288,Job-49,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5120,5172,10814,5642,282.1
SFO,47,1,524288,Job-50,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5211,5263,10814,5551,277.55
SFO,48,1,524288,Job-51,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5349,5401,10814,5413,270.65
SFO,49,1,524288,Job-52,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5440,5492,10814,5322,266.1
SFO,50,1,524288,Job-54,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5552,5587,10814,5227,261.35
SFO,51,1,524288,Job-53,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5578,5630,10814,5184,259.2
SFO,52,1,524288,Job-55,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5663,5698,10814,5116,255.8
SFO,53,1,524288,Job-56,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,5782,5834,10814,4980,249.0
SFO,54,1,524288,Job-57,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6049,6143,10814,4671,233.55
SFO,55,1,524288,Job-58,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6153,6247,10814,4567,228.35
SFO,56,1,524288,Job-61,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6288,6340,10814,4474,223.7
SFO,57,1,524288,Job-59,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6515,6695,10814,4119,205.95
SFO,58,1,524288,Job-62,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6588,6682,10814,4132,206.6
SFO,59,1,524288,Job-60,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6619,6799,10814,4015,200.75
SFO,60,1,524288,Job-65,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6672,6707,10814,4107,205.35
SFO,61,1,524288,Job-66,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6758,6793,10814,4021,201.05
SFO,62,1,524288,Job-64,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6780,6874,10814,3940,197.0
SFO,63,1,524288,Job-67,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6819,6854,10814,3960,198.0
SFO,64,1,524288,Job-68,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,6966,7001,10814,3813,190.65
SFO,65,1,524288,Job-63,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7023,7203,10814,3611,180.55
SFO,66,1,524288,Job-69,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7110,7162,10814,3652,182.6
SFO,67,1,524288,Job-70,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7215,7267,10814,3547,177.35
SFO,68,1,524288,Job-71,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7339,7391,10814,3423,171.15
SFO,69,1,524288,Job-72,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7444,7496,10814,3318,165.9
SFO,70,1,524288,Job-74,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7555,7590,10814,3224,161.2
SFO,71,1,524288,Job-75,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7663,7698,10814,3116,155.8
SFO,72,1,524288,Job-76,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,7793,7845,10814,2969,148.45
SFO,73,1,524288,Job-77,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8049,8143,10814,2671,133.55
SFO,74,1,524288,Job-78,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8150,8244,10814,2570,128.5
SFO,75,1,524288,Job-81,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8283,8335,10814,2479,123.95
SFO,76,1,524288,Job-79,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8530,8710,10814,2104,105.2
SFO,77,1,524288,Job-82,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8585,8679,10814,2135,106.75
SFO,78,1,524288,Job-80,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8618,8798,10814,2016,100.8
SFO,79,1,524288,Job-85,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8650,8685,10814,2129,106.45
SFO,80,1,524288,Job-86,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8770,8805,10814,2009,100.45
SFO,81,1,524288,Job-84,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8776,8870,10814,1944,97.2
SFO,82,1,524288,Job-87,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8846,8881,10814,1933,96.65
SFO,83,1,524288,Job-88,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,8917,8952,10814,1862,93.1
SFO,84,1,524288,Job-83,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9012,9192,10814,1622,81.1
SFO,85,1,524288,Job-89,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9127,9179,10814,1635,81.75
SFO,86,1,524288,Job-90,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9220,9272,10814,1542,77.1
SFO,87,1,524288,Job-91,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9356,9408,10814,1406,70.3
SFO,88,1,524288,Job-92,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9449,9501,10814,1313,65.65
SFO,89,1,524288,Job-94,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9547,9582,10814,1232,61.6
SFO,90,1,524288,Job-93,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9585,9637,10814,1177,58.85
SFO,91,1,524288,Job-95,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,9643,9678,10814,1136,56.8
SFO,92,1,524288,Job-97,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,10029,10123,10814,691,34.55
SFO,93,1,524288,Job-98,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,10129,10223,10814,591,29.55
SFO,94,1,524288,Job-99,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,10528,10708,10814,106,5.3
SFO,95,1,524288,Job-100,SFO_ST_FILE_DELETED (4103),SFO_DST_FULL_UPLOAD (4401),524288,10633,10813,10814,1,0.05
